name,calories,protein,carbs,fat,fiber,sugar,category,diet_type,region,meal_type,health_tags,glycemic_index
thousand island dressing,407.87,1.37,4.49,42.87,0.46,3.1,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
curd dip,79.95,5.04,7.95,3.36,0.1,7.12,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""veg""]",medium
short crust pastry,422.1,6.11,44.72,23.98,1.58,3.18,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
choux pastry,222.37,5.55,16.2,14.96,0.56,1.5,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
flaky pastry,443.94,4.69,33.61,31.99,1.25,0.81,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
sponge cake,253.77,9.18,44.63,4.74,0.69,26.33,snack,vegan,north_india,['snack'],"[""low-fat"", ""vegan""]",high
glace icing,323.51,0.01,86.31,0.01,0.0,85.35,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
royal icing,332.58,1.74,86.53,0.02,0.0,85.57,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
american frosting,257.57,1.05,67.48,0.01,0.0,67.46,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
gum icing,223.07,5.94,53.19,0.0,0.0,52.63,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
channa murmura premix,339.09,10.59,72.59,3.28,8.21,1.52,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""low-fat"", ""vegan""]",medium
cracked wheat and green gram dal premix (dalia moong dal premix),362.16,15.89,64.75,5.11,11.66,0.63,protein,vegan,north_india,"['lunch', 'dinner']","[""high-protein"", ""high-fiber"", ""vegan""]",medium
rice flakes and roasted channa,333.4,10.57,71.94,2.94,8.84,1.31,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""high-fiber"", ""low-fat"", ""vegan""]",medium
spinach soup in milk,56.72,2.89,3.98,3.2,0.79,3.34,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""veg""]",medium
vegetable soup,55.21,2.22,7.6,1.55,3.01,1.61,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
mashed banana with milk,95.43,2.51,14.62,2.99,0.71,11.35,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""veg""]",medium
poha with curd (poha aur dahi),173.32,6.01,26.72,4.65,1.09,5.46,grain,veg,west_india,"['breakfast', 'lunch', 'dinner']","[""low-fat"", ""veg""]",medium
potato with curd,73.18,3.19,12.01,1.33,1.02,3.3,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""veg""]",medium
sweet wheat porridge (sweet dalia),140.66,5.11,23.77,2.79,2.37,12.23,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
vegetable khichdi/khichri,143.17,5.61,19.57,4.53,2.45,3.71,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
moong dal mixture,158.84,4.62,33.93,1.0,1.9,24.68,protein,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
cracked wheat khichri/khichdi (dalia khichri/khichdi),167.45,7.56,22.35,5.52,3.74,3.79,protein,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
stewed apple,91.93,0.17,22.49,0.37,1.48,20.45,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
lemon squash (nimbu ka squash),184.56,0.15,48.88,0.06,0.0,48.88,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
orange squash (santre ka squash),193.26,0.22,50.88,0.04,0.4,50.56,fruit,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
lichi squash,198.33,0.3,51.96,0.08,0.41,51.31,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
mango squash (aam ka squash),194.66,0.17,50.96,0.17,0.58,50.84,fruit,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
pineapple squash (ananas ka squash),195.02,0.16,51.34,0.05,1.06,51.08,fruit,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
lemon and ginger squash (nimbu aur adrak ka squash),170.34,0.54,44.06,0.21,1.07,42.53,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
apple jam (seb ka murabba),188.79,0.14,48.56,0.32,1.29,46.76,fruit,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
plum jam (aloo bukhara jam),178.89,0.31,46.2,0.19,1.0,45.25,vegetable,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
pineapple jam,149.18,0.32,38.27,0.15,2.2,37.44,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
guava jelly (amrood ki jelly),115.74,1.11,28.18,0.25,6.61,27.38,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""high-fiber"", ""low-fat"", ""vegan""]",high
orange marmalade (santray ka murabba),104.17,0.66,25.94,0.13,1.97,25.09,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
carrot murabba (gajar ka murabba),175.24,0.32,45.6,0.16,1.39,44.83,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
gooseberry marmalade (amla murabba),123.16,0.14,32.34,0.03,0.0,28.61,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
ginger candy (adrak ki candy),195.71,0.69,50.38,0.27,1.67,47.99,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
mango pickle (aam ka achaar),192.12,1.6,8.11,17.89,3.68,1.79,fruit,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
mixed vegetable pickle (sabziyoon ka achaar),211.2,1.9,7.48,19.68,2.76,2.77,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
sweet lemon pickle (neembu ka meetha achaar),69.54,1.22,16.87,0.21,2.13,14.63,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
plum chutney (aloo bukhara ki chutney),177.11,0.47,44.95,0.29,1.37,43.9,vegetable,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
raw mango chutney (kachhe aam/kairi ki chutney),193.13,0.51,49.94,0.16,2.17,45.22,fruit,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
tomato sauce,34.33,0.81,7.23,0.27,1.79,5.69,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
tomato puree,20.62,0.75,3.68,0.25,1.56,2.32,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
garam masala,254.21,9.89,26.2,10.97,35.56,1.79,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""diabetes-friendly"", ""vegan""]",medium
chat masala,222.58,8.19,23.87,9.91,18.62,0.79,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""diabetes-friendly"", ""vegan""]",medium
kashmiri masala,389.02,8.26,23.16,31.03,12.12,2.41,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""diabetes-friendly"", ""vegan""]",medium
rasam powder (rasam masala),267.96,12.04,25.19,11.8,35.71,1.91,other,vegan,south_india,"['lunch', 'dinner']","[""high-fiber"", ""diabetes-friendly"", ""vegan""]",medium
sambar powder (sambar masala),297.46,12.5,23.38,15.58,34.56,1.87,other,vegan,south_india,"['lunch', 'dinner']","[""high-fiber"", ""diabetes-friendly"", ""vegan""]",medium
tartare sauce,610.93,1.44,2.96,66.12,0.42,2.18,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
barbeque sauce,121.93,0.96,20.46,4.51,0.69,18.88,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
bread sauce,111.04,3.46,8.69,7.05,0.56,4.63,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
green chilli sauce,46.06,1.25,7.36,0.27,1.77,5.36,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
home made plain noodles,238.78,6.21,44.5,3.56,1.65,1.07,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
dal moong,43.69,2.2,4.92,1.62,1.08,0.13,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
cumin seeds baghar (jeera baghar/tadka),736.81,3.34,5.22,78.77,6.01,0.49,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
onion tomato baghar (pyaaz tamatar ka tadka),137.52,1.26,6.17,11.98,2.12,3.51,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
mustard seeds baghar (mustard seed tadka),552.59,4.73,10.45,54.3,9.74,1.14,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
hot cherry sauce,252.74,0.13,67.95,0.07,0.0,17.65,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
apple jelly (seb ki jelly),152.13,0.1,39.37,0.21,0.86,38.18,fruit,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
marmalade (murabba),143.76,0.23,37.64,0.04,0.43,37.29,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
plum squash (aloo bukhara squash),211.17,0.16,55.51,0.1,0.52,55.02,vegetable,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
lemon green chilli pickle (nimboo aur hari mirch ka achaar),14.07,0.85,2.14,0.24,1.07,1.0,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
brinjal pickle (baingan ka achaar),139.01,2.24,4.23,12.98,4.62,1.07,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
sweet and sour tomato pickle (khatta meetha tamatar ka achaar),60.88,1.26,6.55,3.24,2.2,4.31,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
jhatpat achar with carrot (jhatpat achaar gajar ke saath),91.21,1.98,6.32,6.55,5.08,3.04,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
tomato chutney (tamatar ki chutney),176.07,0.97,31.85,6.01,1.49,30.02,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
tomato ketchup,33.07,0.91,6.48,0.3,1.9,4.68,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
bengal 5 spice blend (panch phoran),289.79,18.26,20.0,22.16,18.4,1.4,other,vegan,north_india,"['lunch', 'dinner']","[""high-protein"", ""high-fiber"", ""diabetes-friendly"", ""vegan""]",medium
